2020-01-03	Friday	12	돈까스/일식	23	맑음 추움
2020-01-03	Friday	12	분식	56	맑음 추움
2020-01-03	Friday	12	아시안/양식	22	맑음 추움
2020-01-03	Friday	12	야식	4	맑음 추움
2020-01-03	Friday	12	족발/보쌈	7	맑음 추움
2020-01-03	Friday	12	중식	4	맑음 추움
2020-01-03	Friday	12	찜탕	3	맑음 추움
2020-01-03	Friday	12	치킨	27	맑음 추움
2020-01-03	Friday	12	카페/디저트	27	맑음 추움
2020-01-03	Friday	12	패스트푸드	36	맑음 추움
2020-01-03	Friday	12	피자	19	맑음 추움
2020-01-03	Friday	12	한식	45	맑음 추움
2020-01-03	Friday	13	도시락	2	맑음 추움
2020-01-03	Friday	13	돈까스/일식	19	맑음 추움
2020-01-03	Friday	13	분식	42	맑음 추움
2020-01-03	Friday	13	아시안/양식	22	맑음 추움
2020-01-03	Friday	13	야식	3	맑음 추움
2020-01-03	Friday	13	족발/보쌈	7	맑음 추움
2020-01-03	Friday	13	중식	7	맑음 추움
2020-01-03	Friday	13	찜탕	2	맑음 추움
2020-01-03	Friday	13	치킨	28	맑음 추움
2020-01-03	Friday	13	카페/디저트	28	맑음 추움
2020-01-03	Friday	13	패스트푸드	35	맑음 추움
2020-01-03	Friday	13	피자	13	맑음 추움
2020-01-03	Friday	13	한식	18	맑음 추움
2020-01-03	Friday	13	회	2	맑음 추움
2020-01-03	Friday	14	도시락	1	맑음 추움
2020-01-03	Friday	14	돈까스/일식	14	맑음 추움
2020-01-03	Friday	14	분식	25	맑음 추움
2020-01-03	Friday	14	아시안/양식	11	맑음 추움
2020-01-03	Friday	14	야식	1	맑음 추움
2020-01-03	Friday	14	족발/보쌈	14	맑음 추움
2020-01-03	Friday	14	중식	5	맑음 추움
2020-01-03	Friday	14	치킨	41	맑음 추움
2020-01-03	Friday	14	카페/디저트	26	맑음 추움
2020-01-03	Friday	14	패스트푸드	36	맑음 추움
2020-01-03	Friday	14	피자	14	맑음 추움
2020-01-03	Friday	14	한식	19	맑음 추움
2020-01-03	Friday	15	도시락	2	맑음 추움
2020-01-03	Friday	15	돈까스/일식	5	맑음 추움
2020-01-03	Friday	15	분식	34	맑음 추움
2020-01-03	Friday	15	아시안/양식	13	맑음 추움
2020-01-03	Friday	15	야식	5	맑음 추움
2020-01-03	Friday	15	족발/보쌈	10	맑음 추움
2020-01-03	Friday	15	중식	6	맑음 추움
2020-01-03	Friday	15	찜탕	1	맑음 추움
2020-01-03	Friday	15	치킨	36	맑음 추움
2020-01-03	Friday	15	카페/디저트	38	맑음 추움
